국적(지역) 및 체류자격별 장단기체류외국인(2021. 4. 30.현재),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
아시아주,아프가니스탄,총계,402,,8,,61,,,50,,12,,,,43,4,3,,,,,,1,4,,,,3,15,64,,3,7,68,,,,,56,,,,,
아시아주,아프가니스탄,남성,316,,7,,60,,,45,,6,,,,43,4,3,,,,,,1,4,,,,2,8,27,,3,7,63,,,,,33,,,,,
아시아주,아프가니스탄,여성,86,,1,,1,,,5,,6,,,,,,,,,,,,,,,,,1,7,37,,,,5,,,,,23,,,,,
아시아주,아랍에미리트연합,총계,261,3,6,,52,,,47,,6,,,1,,4,1,,,,,,,,,,,,,8,,,,40,,,,,93,,,,,
아시아주,아랍에미리트연합,남성,153,3,4,,29,,,27,,6,,,1,,3,,,,,,,,,,,,,,3,,,,22,,,,,55,,,,,
아시아주,아랍에미리트연합,여성,108,,2,,23,,,20,,,,,,,1,1,,,,,,,,,,,,,5,,,,18,,,,,38,,,,,
아시아주,이스라엘,총계,237,10,,,8,52,,13,,17,,1,4,10,5,1,4,,,,,4,3,,,,2,3,29,3,4,21,2,1,,,,40,,,,,
아시아주,이스라엘,남성,136,6,,,7,47,,4,,2,,1,4,9,5,1,4,,,,,,2,,,,,2,6,1,3,11,,,,,,21,,,,,
아시아주,이스라엘,여성,101,4,,,1,5,,9,,15,,,,1,,,,,,,,4,1,,,,2,1,23,2,1,10,2,1,,,,19,,,,,
아시아주,마카오,총계,109,1,25,,,,,28,,10,,,,3,,4,,,,,,1,14,,,,3,1,,,5,13,1,,,,,,,,,,
아시아주,마카오,남성,36,1,16,,,,,3,,,,,,2,,,,,,,,1,10,,,,1,,,,1,1,,,,,,,,,,,
아시아주,마카오,여성,73,,9,,,,,25,,10,,,,1,,4,,,,,,,4,,,,2,1,,,4,12,1,,,,,,,,,,
아시아주,팔레스타인,총계,59,,,,4,1,,9,,2,,,,10,2,1,1,,1,,,,,,,,,4,6,,6,2,9,,,,,1,,,,,
아시아주,팔레스타인,남성,49,,,,3,1,,7,,1,,,,10,2,1,1,,1,,,,,,,,,2,5,,5,2,7,,,,,1,,,,,
아시아주,팔레스타인,여성,10,,,,1,,,2,,1,,,,,,,,,,,,,,,,,,2,1,,1,,2,,,,,,,,,,
아시아주,브루나이,총계,59,,1,,2,,,10,,3,,,1,,,1,,,,,3,,1,,,,2,,,2,,1,,,,,,32,,,,,
아시아주,브루나이,남성,24,,1,,1,,,,,1,,,,,,,,,,,3,,,,,,2,,,,,,,,,,,16,,,,,
아시아주,브루나이,여성,35,,,,1,,,10,,2,,,1,,,1,,,,,,,1,,,,,,,2,,1,,,,,,16,,,,,
아시아주,쿠웨이트,총계,51,,5,,5,,,2,,2,,,2,,,,,,,,,,,,,,,1,3,1,,2,2,,,,,26,,,,,
아시아주,쿠웨이트,남성,26,,2,,2,,,1,,,,,2,,,,,,,,,,,,,,,,1,,,1,1,,,,,16,,,,,
아시아주,쿠웨이트,여성,25,,3,,3,,,1,,2,,,,,,,,,,,,,,,,,,1,2,1,,1,1,,,,,10,,,,,
아시아주,레바논,총계,43,,,,4,1,,4,,2,,,,1,,1,,,1,1,,,4,,,,1,,2,,1,6,1,,,,,13,,,,,
아시아주,레바논,남성,29,,,,3,1,,3,,1,,,,1,,1,,,,1,,,3,,,,1,,1,,,4,1,,,,,8,,,,,
아시아주,레바논,여성,14,,,,1,,,1,,1,,,,,,,,,1,,,,1,,,,,,1,,1,2,,,,,,5,,,,,
아시아주,오만,총계,41,,2,,6,,,6,,6,,,,,,,,,,,,,,,,,,,2,,,,,,,,,19,,,,,
아시아주,오만,남성,17,,1,,1,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,
아시아주,오만,여성,24,,1,,5,,,4,,5,,,,,,,,,,,,,,,,,,,2,,,,,,,,,7,,,,,
아시아주,키프로스,총계,31,,10,,,,,2,,,,,1,,1,,,,,1,1,2,1,,,,,4,2,1,3,1,,,,,,1,,,,,
아시아주,키프로스,남성,21,,10,,,,,,,,,,1,,1,,,,,1,1,2,1,,,,,2,1,,1,,,,,,,,,,,,
아시아주,키프로스,여성,10,,,,,,,2,,,,,,,,,,,,,,,,,,,,2,1,1,2,1,,,,,,1,,,,,
아시아주,카타르,총계,29,,3,,,,,4,,1,,,1,,,,,,,,,,,,,,,,1,,,,2,,,,,17,,,,,
아시아주,카타르,남성,20,,2,,,,,2,,,,,1,,,,,,,,,,,,,,,,1,,,,2,,,,,12,,,,,
아시아주,카타르,여성,9,,1,,,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,
아시아주,부탄,총계,28,,,,1,,,8,,5,,,,1,,,1,,,,,,1,,,,,,1,,,6,,,,,,4,,,,,
아시아주,부탄,남성,11,,,,1,,,4,,,,,,1,,,1,,,,,,1,,,,,,,,,1,,,,,,2,,,,,
아시아주,부탄,여성,17,,,,,,,4,,5,,,,,,,,,,,,,,,,,,,1,,,5,,,,,,2,,,,,
아시아주,홍콩거주난민,총계,15,,10,,3,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,
아시아주,홍콩거주난민,남성,7,,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
아시아주,홍콩거주난민,여성,8,,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,
아시아주,바레인,총계,14,,,,,,,5,,3,,,,,,,,,,,,,,,,,,,,3,,1,,,,1,,1,,,,,
아시아주,바레인,남성,5,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,1,,,,,
아시아주,바레인,여성,9,,,,,,,5,,1,,,,,,,,,,,,,,,,,,,,2,,1,,,,,,,,,,,
아시아주,몰디브,총계,3,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,
아시아주,몰디브,남성,3,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,
북아메리카주,총계,총계,"167,232",463,"20,496",1,320,125,7,921,,430,17,240,207,351,93,207,700,"8,403",70,90,53,151,"1,766",,,,"1,245",880,"1,884","58,949","1,901","4,837",37,31,,3,,"62,354",,,,,
북아메리카주,미국,총계,"145,465",393,"18,942",1,206,86,6,850,,370,16,234,196,299,84,179,545,"7,172",62,57,31,132,"1,486",,,,"1,139",773,"1,708","43,204","1,293","3,777",34,24,,2,,"62,164",,,,,
북아메리카주,미국,남성,"84,978",192,"9,660",1,123,77,5,284,,157,12,146,181,259,75,92,433,"2,499",54,57,30,93,900,,,,755,454,732,"18,968",895,"2,652",20,7,,1,,"45,164",,,,,
북아메리카주,미국,여성,"60,487",201,"9,282",,83,9,1,566,,213,4,88,15,40,9,87,112,"4,673",8,,1,39,586,,,,384,319,976,"24,236",398,"1,125",14,17,,1,,"17,000",,,,,
북아메리카주,캐나다,총계,"21,767",70,"1,554",,114,39,1,71,,60,1,6,11,52,9,28,155,"1,231",8,33,22,19,280,,,,106,107,176,"15,745",608,"1,060",3,7,,1,,190,,,,,
북아메리카주,캐나다,남성,"10,275",37,751,,58,35,,29,,25,,5,11,45,9,18,116,589,8,33,22,12,167,,,,75,76,76,"6,672",468,839,3,5,,,,91,,,,,
북아메리카주,캐나다,여성,"11,492",33,803,,56,4,1,42,,35,1,1,,7,,10,39,642,,,,7,113,,,,31,31,100,"9,073",140,221,,2,,1,,99,,,,,
남아메리카주,총계,총계,"5,797","1,018",263,,313,51,1,733,1,273,,44,5,20,18,68,19,8,39,7,49,117,201,,12,,169,148,222,270,67,843,99,14,1,6,,698,,,,,
남아메리카주,브라질,총계,"1,457",253,45,,96,27,,134,,59,,5,2,11,7,13,8,1,9,3,15,78,45,,,,56,34,102,114,20,216,18,,,,,86,,,,,
남아메리카주,브라질,남성,703,130,23,,40,13,,55,,22,,2,1,9,7,8,2,,8,3,15,58,32,,,,21,24,24,60,8,85,6,,,,,47,,,,,
남아메리카주,브라질,여성,754,123,22,,56,14,,79,,37,,3,1,2,,5,6,1,1,,,20,13,,,,35,10,78,54,12,131,12,,,,,39,,,,,
남아메리카주,멕시코,총계,916,217,1,,1,6,,154,,58,,16,2,3,2,9,5,2,11,1,13,6,54,,,,17,23,20,19,8,175,4,,,4,,85,,,,,
남아메리카주,멕시코,남성,419,116,1,,1,3,,50,,22,,15,2,3,1,2,4,1,7,1,13,3,44,,,,3,15,5,12,2,57,3,,,1,,32,,,,,
남아메리카주,멕시코,여성,497,101,,,,3,,104,,36,,1,,,1,7,1,1,4,,,3,10,,,,14,8,15,7,6,118,1,,,3,,53,,,,,
남아메리카주,페루,총계,705,306,2,,2,,,58,,15,,4,,2,2,6,,1,2,,1,2,15,,10,,14,10,17,,8,116,11,,,,,101,,,,,
남아메리카주,페루,남성,362,195,,,1,,,20,,5,,,,2,2,1,,,2,,1,2,8,,6,,8,3,7,,5,35,7,,,,,52,,,,,
남아메리카주,페루,여성,343,111,2,,1,,,38,,10,,4,,,,5,,1,,,,,7,,4,,6,7,10,,3,81,4,,,,,49,,,,,
남아메리카주,콜롬비아,총계,475,43,,,,1,,73,,39,,7,,,2,8,1,1,2,,2,5,18,,,,1,23,17,,7,91,11,,,,,123,,,,,
남아메리카주,콜롬비아,남성,200,21,,,,1,,29,,14,,,,,2,5,1,1,2,,2,3,10,,,,,12,3,,2,31,3,,,,,58,,,,,
남아메리카주,콜롬비아,여성,275,22,,,,,,44,,25,,7,,,,3,,,,,,2,8,,,,1,11,14,,5,60,8,,,,,65,,,,,
남아메리카주,아르헨티나,총계,429,10,123,,71,14,,15,,2,,4,,,1,,1,,,,2,7,5,,,,27,7,6,65,5,38,8,1,1,,,16,,,,,
남아메리카주,아르헨티나,남성,233,5,69,,34,10,,3,,,,2,,,1,,,,,,2,3,5,,,,16,4,2,45,2,12,8,1,,,,9,,,,,
남아메리카주,아르헨티나,여성,196,5,54,,37,4,,12,,2,,2,,,,,1,,,,,4,,,,,11,3,4,20,3,26,,,1,,,7,,,,,
남아메리카주,에콰도르,총계,274,2,17,,25,1,1,79,,18,,,,,1,8,,,1,1,5,1,7,,,,5,5,12,4,1,29,4,,,,,47,,,,,
남아메리카주,에콰도르,남성,132,1,10,,12,1,1,39,,5,,,,,,3,,,1,1,5,1,2,,,,1,1,3,3,,10,3,,,,,29,,,,,
남아메리카주,에콰도르,여성,142,1,7,,13,,,40,,13,,,,,1,5,,,,,,,5,,,,4,4,9,1,1,19,1,,,,,18,,,,,
남아메리카주,칠레,총계,239,39,9,,8,,,21,,29,,3,,1,,5,,,3,,1,2,13,,,,2,4,12,6,2,28,3,13,,,,35,,,,,
남아메리카주,칠레,남성,98,22,8,,5,,,8,,5,,2,,1,,,,,3,,1,1,9,,,,1,4,1,3,1,8,,3,,,,12,,,,,
남아메리카주,칠레,여성,141,17,1,,3,,,13,,24,,1,,,,5,,,,,,1,4,,,,1,,11,3,1,20,3,10,,,,23,,,,,
남아메리카주,베네수엘라,총계,207,40,1,,1,,,19,,4,,1,,1,2,2,,3,2,,4,6,14,,,,7,4,14,7,,24,10,,,,,41,,,,,
남아메리카주,베네수엘라,남성,93,16,1,,1,,,8,,3,,1,,1,2,,,1,1,,4,6,4,,,,2,3,5,6,,4,5,,,,,19,,,,,
남아메리카주,베네수엘라,여성,114,24,,,,,,11,,1,,,,,,2,,2,1,,,,10,,,,5,1,9,1,,20,5,,,,,22,,,,,
남아메리카주,파라과이,총계,205,,31,,69,,,30,,6,,1,,,,2,1,,,,,2,1,,,,9,,,22,3,20,,,,,,8,,,,,
남아메리카주,파라과이,남성,85,,14,,33,,,9,,2,,,,,,1,,,,,,2,1,,,,6,,,9,,4,,,,,,4,,,,,
남아메리카주,파라과이,여성,120,,17,,36,,,21,,4,,1,,,,1,1,,,,,,,,,,3,,,13,3,16,,,,,,4,,,,,
남아메리카주,과테말라,총계,115,18,8,,14,,,15,,4,,,,,,,1,,5,,,,3,,,,5,9,3,,4,10,,,,1,,15,,,,,
남아메리카주,과테말라,남성,58,15,3,,7,,,7,,3,,,,,,,1,,4,,,,3,,,,4,4,1,,1,,,,,,,5,,,,,
남아메리카주,과테말라,여성,57,3,5,,7,,,8,,1,,,,,,,,,1,,,,,,,,1,5,2,,3,10,,,,1,,10,,,,,
남아메리카주,도미니카공화국,총계,89,14,,,3,1,,24,1,7,,,,,,2,,,,,,1,5,,1,,1,3,1,,1,7,,,,,,17,,,,,
남아메리카주,도미니카공화국,남성,44,9,,,3,,,11,,4,,,,,,1,,,,,,1,2,,1,,1,1,,,,4,,,,,,6,,,,,
남아메리카주,도미니카공화국,여성,45,5,,,,1,,13,1,3,,,,,,1,,,,,,,3,,,,,2,1,,1,3,,,,,,11,,,,,
남아메리카주,코스타리카,총계,83,20,,,1,,,14,,5,,2,,,,,,,,,,4,2,,,,1,2,3,2,,13,,,,,,14,,,,,
남아메리카주,코스타리카,남성,37,11,,,1,,,6,,2,,,,,,,,,,,,2,2,,,,,1,,1,,4,,,,,,7,,,,,
남아메리카주,코스타리카,여성,46,9,,,,,,8,,3,,2,,,,,,,,,,2,,,,,1,1,3,1,,9,,,,,,7,,,,,
남아메리카주,볼리비아,총계,83,,5,,9,,,15,,6,,,,,,3,,,,,1,,2,,,,4,1,,7,1,17,3,,,1,,8,,,,,
남아메리카주,볼리비아,남성,35,,3,,4,,,7,,2,,,,,,3,,,,,1,,,,,,2,1,,3,,4,2,,,,,3,,,,,
남아메리카주,볼리비아,여성,48,,2,,5,,,8,,4,,,,,,,,,,,,,2,,,,2,,,4,1,13,1,,,1,,5,,,,,
남아메리카주,파나마,총계,81,3,2,,3,,,15,,6,,1,,,,2,,,1,,1,,4,,,,2,3,1,5,,3,,,,,,29,,,,,
남아메리카주,파나마,남성,34,1,1,,,,,6,,1,,,,,,1,,,1,,1,,1,,,,,1,1,4,,,,,,,,15,,,,,
남아메리카주,파나마,여성,47,2,1,,3,,,9,,5,,1,,,,1,,,,,,,3,,,,2,2,,1,,3,,,,,,14,,,,,
남아메리카주,온두라스,총계,70,,17,,2,,,6,,1,,,,,,2,,,,1,,,3,,1,,5,4,2,,2,9,,,,,,15,,,,,
남아메리카주,온두라스,남성,31,,12,,1,,,1,,1,,,,,,,,,,1,,,1,,1,,1,3,2,,2,1,,,,,,4,,,,,
남아메리카주,온두라스,여성,39,,5,,1,,,5,,,,,,,,2,,,,,,,2,,,,4,1,,,,8,,,,,,11,,,,,
남아메리카주,자메이카,총계,62,16,,,1,,,7,,1,,,,,,1,,,1,1,3,,3,,,,3,1,5,2,2,2,,,,,,13,,,,,
남아메리카주,자메이카,남성,33,10,,,1,,,1,,,,,,,,1,,,1,1,3,,,,,,3,,2,2,2,1,,,,,,5,,,,,
남아메리카주,자메이카,여성,29,6,,,,,,6,,1,,,,,,,,,,,,,3,,,,,1,3,,,1,,,,,,8,,,,,
남아메리카주,엘살바도르,총계,59,1,,,,1,,21,,4,,,,,1,,,,,,,,6,,,,2,3,1,,1,8,,,,,,10,,,,,
남아메리카주,엘살바도르,남성,17,,,,,1,,4,,,,,,,1,,,,,,,,4,,,,1,,,,,2,,,,,,4,,,,,
남아메리카주,엘살바도르,여성,42,1,,,,,,17,,4,,,,,,,,,,,,,2,,,,1,3,1,,1,6,,,,,,6,,,,,
남아메리카주,니카라과,총계,47,14,,,,,,3,,,,,,,,,,,,,,,,,,,2,,2,,,12,1,,,,,13,,,,,
남아메리카주,니카라과,남성,17,7,,,,,,2,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,6,,,,,
남아메리카주,니카라과,여성,30,7,,,,,,1,,,,,,,,,,,,,,,,,,,2,,1,,,12,,,,,,7,,,,,
남아메리카주,아이티,총계,41,7,,,,,,3,,,,,,,,1,1,,,,,,,,,,,,,,,,24,,,,,5,,,,,
남아메리카주,아이티,남성,30,4,,,,,,2,,,,,,,,1,1,,,,,,,,,,,,,,,,20,,,,,2,,,,,
남아메리카주,아이티,여성,11,3,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,3,,,,,
남아메리카주,우루과이,총계,38,4,2,,2,,,8,,3,,,,,,,,,,,,,,,,,1,2,,,,8,1,,,,,7,,,,,
남아메리카주,우루과이,남성,13,2,1,,1,,,2,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,5,,,,,
남아메리카주,우루과이,여성,25,2,1,,1,,,6,,3,,,,,,,,,,,,,,,,,1,1,,,,7,1,,,,,2,,,,,
남아메리카주,쿠바,총계,33,,,,,,,4,,,,,,,,2,,,1,,,3,1,,,,3,1,3,,,13,,,,,,2,,,,,
남아메리카주,쿠바,남성,14,,,,,,,1,,,,,,,,,,,1,,,2,,,,,,,,,,8,,,,,,2,,,,,
남아메리카주,쿠바,여성,19,,,,,,,3,,,,,,,,2,,,,,,1,1,,,,3,1,3,,,5,,,,,,,,,,,
남아메리카주,트리니다드토바고,총계,24,1,,,3,,,9,,2,,,,1,,2,1,,,,,,,,,,1,,1,,,,,,,,,3,,,,,
남아메리카주,트리니다드토바고,남성,5,1,,,1,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
남아메리카주,트리니다드토바고,여성,19,,,,2,,,7,,1,,,,1,,2,1,,,,,,,,,,1,,1,,,,,,,,,3,,,,,
남아메리카주,도미니카연방,총계,18,3,,,,,,,,,,,1,,,,,,,,,,,,,,,5,,9,,,,,,,,,,,,,
남아메리카주,도미니카연방,남성,10,3,,,,,,,,,,,1,,,,,,,,,,,,,,,3,,3,,,,,,,,,,,,,
남아메리카주,도미니카연방,여성,8,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,6,,,,,,,,,,,,,
남아메리카주,세인트크리스토퍼네비스,총계,14,1,,,,,,,,,,,,1,,,,,,,1,,,,,,,4,,3,2,1,1,,,,,,,,,,
남아메리카주,세인트크리스토퍼네비스,남성,12,1,,,,,,,,,,,,1,,,,,,,1,,,,,,,3,,2,2,1,1,,,,,,,,,,
남아메리카주,세인트크리스토퍼네비스,여성,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,
남아메리카주,수리남,총계,6,4,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
남아메리카주,수리남,남성,4,3,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
남아메리카주,수리남,여성,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
남아메리카주,벨리즈,총계,6,,,,2,,,1,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,1,,,,,
남아메리카주,벨리즈,남성,3,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
남아메리카주,벨리즈,여성,3,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,1,,,,,
남아메리카주,가이아나,총계,6,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,
남아메리카주,가이아나,남성,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
남아메리카주,가이아나,여성,4,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
남아메리카주,바하마,총계,5,1,,,,,,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
남아메리카주,바하마,여성,5,1,,,,,,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
남아메리카주,바베이도스,총계,5,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,3,,,,,,,,,,,,,
남아메리카주,바베이도스,남성,4,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,2,,,,,,,,,,,,,
남아메리카주,바베이도스,여성,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
남아메리카주,세인트루시아,총계,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,1,,,,,
남아메리카주,세인트루시아,남성,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,
남아메리카주,세인트루시아,여성,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
남아메리카주,앤티카바부다,총계,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
남아메리카주,앤티카바부다,여성,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
남아메리카주,그레나다,총계,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
남아메리카주,그레나다,남성,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
유럽주,총계,총계,"76,485","11,068",143,2,"1,432",788,6,"4,765",1,"1,628",17,119,156,746,718,222,394,"1,797",214,48,110,557,"1,342",,25,,"5,662",931,"2,040","27,918","2,008","4,773","3,295",289,"1,190",8,,"2,073",,,,,
유럽주,한국계러시아인,총계,"26,199",2,,,36,,,5,,,,,,,,,,,,,,,2,,,,810,30,3,"24,704",496,94,,,14,,,3,,,,,
유럽주,한국계러시아인,남성,"13,728",2,,,22,,,2,,,,,,,,,,,,,,,1,,,,386,13,1,"13,047",232,11,,,9,,,2,,,,,
유럽주,한국계러시아인,여성,"12,471",,,,14,,,3,,,,,,,,,,,,,,,1,,,,424,17,2,"11,657",264,83,,,5,,,1,,,,,
유럽주,러시아(연방),총계,"22,870","9,395",42,1,782,140,1,616,,517,2,10,43,87,67,66,43,41,56,2,22,116,150,,22,,"3,977",372,404,,673,"1,305","3,219",,,2,,697,,,,,
유럽주,러시아(연방),남성,"12,092","6,317",24,1,512,52,,118,,66,2,7,41,74,62,17,20,6,52,2,22,37,85,,8,,"1,801",129,107,,171,99,"1,912",,,1,,347,,,,,
유럽주,러시아(연방),여성,"10,778","3,078",18,,270,88,1,498,,451,,3,2,13,5,49,23,35,4,,,79,65,,14,,"2,176",243,297,,502,"1,206","1,307",,,1,,350,,,,,
유럽주,영국,총계,"5,666",637,9,,2,9,,139,,58,6,5,15,70,86,24,108,"1,427",18,16,9,42,354,,,,36,115,234,815,215,978,5,78,,1,,155,,,,,
유럽주,영국,남성,"3,503",391,7,,,9,,47,,22,3,4,14,68,86,13,89,765,18,16,9,26,232,,,,24,81,105,324,186,839,2,39,,,,84,,,,,
유럽주,영국,여성,"2,163",246,2,,2,,,92,,36,3,1,1,2,,11,19,662,,,,16,122,,,,12,34,129,491,29,139,3,39,,1,,71,,,,,
유럽주,프랑스,총계,"4,751",251,1,,52,17,2,"1,379",,381,2,10,27,170,156,22,41,39,26,4,5,70,281,,,,12,104,477,240,134,608,1,43,,,,196,,,,,
유럽주,프랑스,남성,"2,638",125,,,39,17,2,581,,136,2,6,24,152,145,6,33,15,24,4,4,35,194,,,,7,71,191,136,110,452,,15,,,,112,,,,,
